,Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
473,474,14810.0,01,1800,1,14,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-04-03,0,0,1,0,1,0,0
474,475,140.0,09,2005,0,01,1800,None,2005-09-01,1800-01-05,1,0,0,0,1,0,0
475,476,8300.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,0,0,0,1,1,0,0
476,477,770.0,07,2010,1,35,2010,"Jan,Apr,Jul,Oct",2010-07-01,2010-08-29,0,0,0,1,1,0,0
477,478,1940.0,03,2012,0,01,1800,None,2012-03-01,1800-01-05,0,0,0,1,0,0,1
478,479,320.0,12,2005,1,09,2011,"Feb,May,Aug,Nov",2005-12-01,2011-02-27,1,0,0,0,1,0,0
479,480,300.0,11,2012,0,01,1800,None,2012-11-01,1800-01-05,1,0,0,0,1,0,0
480,481,7470.0,01,1800,1,44,2012,"Feb,May,Aug,Nov",1800-01-01,2012-10-28,0,0,1,0,0,0,1
481,482,2550.0,10,2005,0,01,1800,None,2005-10-01,1800-01-05,0,0,1,0,1,0,0
482,483,2310.0,09,2011,1,13,2010,"Jan,Apr,Jul,Oct",2011-09-01,2010-03-28,1,0,0,0,0,0,1
483,484,14300.0,03,2011,0,01,1800,None,2011-03-01,1800-01-05,1,0,0,0,0,0,1
484,485,3270.0,01,1800,1,22,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-05-27,0,0,0,1,0,0,1
485,486,2320.0,01,1800,1,31,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-08-04,1,0,0,0,1,0,0
486,487,2180.0,09,2012,1,40,2012,"Jan,Apr,Jul,Oct",2012-09-01,2012-09-30,0,0,0,1,0,0,1
487,488,2890.0,04,2014,0,01,1800,None,2014-04-01,1800-01-05,1,0,0,0,0,0,1
488,489,14960.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2013-11-01,2009-09-13,1,0,0,0,1,0,0
489,490,660.0,04,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-04-01,2014-10-05,1,0,0,0,1,0,0
490,491,4680.0,01,1800,1,22,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-05-27,0,0,0,1,0,0,1
491,492,1740.0,03,2008,1,40,2012,"Jan,Apr,Jul,Oct",2008-03-01,2012-09-30,1,0,0,0,1,0,0
492,493,1150.0,01,1800,1,14,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-04-03,0,0,0,1,0,0,1
493,494,1260.0,06,2011,0,01,1800,None,2011-06-01,1800-01-05,0,1,0,0,1,0,0
494,495,5470.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,0,0,0,1,1,0,0
495,496,2780.0,06,2015,0,01,1800,None,2015-06-01,1800-01-05,0,0,0,1,0,0,1
496,497,1610.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
497,498,990.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,1,0,0,0,1,0,0
498,499,450.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,0,0,1,0,0,0,1
499,500,10690.0,09,2007,1,05,2013,"Jan,Apr,Jul,Oct",2007-09-01,2013-02-03,0,0,0,1,0,0,1
500,501,1620.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,1,0,0,0,0,0,1
501,502,220.0,02,2002,1,37,2009,"Jan,Apr,Jul,Oct",2002-02-01,2009-09-13,1,0,0,0,1,0,0
502,503,13080.0,09,2006,1,14,2011,"Jan,Apr,Jul,Oct",2006-09-01,2011-04-03,0,0,0,1,0,0,1
503,504,820.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,0,0,1
504,505,350.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,1,0,0,0,1,0,0
505,506,1850.0,12,2014,1,18,2011,"Feb,May,Aug,Nov",2014-12-01,2011-05-01,1,0,0,0,1,0,0
506,507,9070.0,04,2011,1,37,2009,"Jan,Apr,Jul,Oct",2011-04-01,2009-09-13,1,0,0,0,0,0,1
507,508,1280.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,1,0,0,0,0,0,1
508,509,4740.0,07,2008,1,37,2009,"Jan,Apr,Jul,Oct",2008-07-01,2009-09-13,1,0,0,0,1,0,0
509,510,8260.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
510,511,2060.0,09,2009,0,01,1800,None,2009-09-01,1800-01-05,1,0,0,0,1,0,0
511,512,590.0,01,1800,1,05,2013,"Mar,Jun,Sept,Dec",1800-01-01,2013-02-03,0,1,0,0,0,1,0
512,513,400.0,08,2013,0,01,1800,None,2013-08-01,1800-01-05,1,0,0,0,1,0,0
513,514,1200.0,07,2012,1,27,2012,"Jan,Apr,Jul,Oct",2012-07-01,2012-07-01,0,0,1,0,0,0,1
514,515,11260.0,01,1800,1,09,2011,"Feb,May,Aug,Nov",1800-01-01,2011-02-27,0,0,0,1,0,0,1
515,516,20.0,01,1800,1,35,2010,"Mar,Jun,Sept,Dec",1800-01-01,2010-08-29,1,0,0,0,0,0,1
516,517,22490.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
517,518,3330.0,03,2015,1,13,2010,"Jan,Apr,Jul,Oct",2015-03-01,2010-03-28,0,0,0,1,0,0,1
518,519,2510.0,08,2009,1,01,2012,"Jan,Apr,Jul,Oct",2009-08-01,2012-01-01,0,0,1,0,0,0,1
519,520,6900.0,01,1800,1,40,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-09-30,1,0,0,0,0,0,1
520,521,18610.0,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",2002-11-01,2011-11-27,0,0,0,1,1,0,0
521,522,7160.0,11,2012,1,09,2011,"Jan,Apr,Jul,Oct",2012-11-01,2011-02-27,0,0,0,1,0,0,1
522,523,50.0,11,2013,0,01,1800,None,2013-11-01,1800-01-05,0,0,1,0,0,0,1
523,524,40860.0,09,2013,0,01,1800,None,2013-09-01,1800-01-05,1,0,0,0,0,0,1
524,525,1870.0,09,2013,0,01,1800,None,2013-09-01,1800-01-05,0,0,0,1,0,0,1
525,526,120.0,01,1800,1,48,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-11-27,1,0,0,0,1,0,0
526,527,5830.0,04,2008,0,01,1800,None,2008-04-01,1800-01-05,0,0,0,1,0,0,1
527,528,20620.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,1,0,0,0,0,0,1
528,529,12920.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,0,1,0,0,1
529,530,18160.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
530,531,4030.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
531,532,1070.0,08,2010,0,01,1800,None,2010-08-01,1800-01-05,1,0,0,0,0,0,1
532,533,5950.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
533,534,1200.0,09,2009,1,45,2009,"Jan,Apr,Jul,Oct",2009-09-01,2009-11-08,0,0,0,1,1,0,0
534,535,3570.0,04,2007,0,01,1800,None,2007-04-01,1800-01-05,1,0,0,0,1,0,0
535,536,4700.0,09,2002,1,31,2013,"Feb,May,Aug,Nov",2002-09-01,2013-08-04,1,0,0,0,0,0,1
536,537,600.0,05,2002,1,01,2012,"Jan,Apr,Jul,Oct",2002-05-01,2012-01-01,1,0,0,0,1,0,0
537,538,990.0,02,2010,0,01,1800,None,2010-02-01,1800-01-05,1,0,0,0,1,0,0
538,539,770.0,05,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-05-01,2014-10-05,1,0,0,0,1,0,0
539,540,810.0,01,1800,1,48,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-11-25,0,0,0,1,0,0,1
540,541,650.0,07,1990,0,01,1800,None,1990-07-01,1800-01-05,1,0,0,0,0,0,1
541,542,7280.0,09,2012,1,01,2013,"Jan,Apr,Jul,Oct",2012-09-01,2013-01-06,1,0,0,0,1,0,0
542,543,1080.0,12,2012,0,01,1800,None,2012-12-01,1800-01-05,0,0,1,0,1,0,0
543,544,250.0,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",2001-12-01,2010-03-28,1,0,0,0,1,0,0
544,545,5020.0,05,2006,1,18,2014,"Feb,May,Aug,Nov",2006-05-01,2014-05-04,1,0,0,0,0,0,1
545,546,580.0,01,2005,0,01,1800,None,2005-01-01,1800-01-05,1,0,0,0,1,0,0
546,547,8990.0,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",2009-11-01,2010-08-29,0,0,0,1,0,0,1
547,548,3760.0,02,2009,0,01,1800,None,2009-02-01,1800-01-05,0,0,0,1,0,0,1
548,549,2330.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
549,550,50.0,06,2015,0,01,1800,None,2015-06-01,1800-01-05,0,0,0,1,0,0,1
550,551,2190.0,09,2013,0,01,1800,None,2013-09-01,1800-01-05,1,0,0,0,0,0,1
551,552,4260.0,07,2008,1,37,2009,"Jan,Apr,Jul,Oct",2008-07-01,2009-09-13,1,0,0,0,1,0,0
552,553,3040.0,09,2002,1,13,2010,"Jan,Apr,Jul,Oct",2002-09-01,2010-03-28,0,0,1,0,1,0,0
553,554,1200.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,1,0,0,0,1
554,555,1560.0,01,2014,1,10,2013,"Mar,Jun,Sept,Dec",2014-01-01,2013-03-10,0,0,0,1,1,0,0
555,556,1140.0,11,2014,0,01,1800,None,2014-11-01,1800-01-05,0,0,0,1,0,0,1
556,557,250.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
557,558,3000.0,02,2010,0,01,1800,None,2010-02-01,1800-01-05,1,0,0,0,1,0,0
558,559,3910.0,11,2006,1,05,2013,"Feb,May,Aug,Nov",2006-11-01,2013-02-03,0,0,0,1,1,0,0
559,560,1910.0,07,2013,0,01,1800,None,2013-07-01,1800-01-05,0,0,1,0,0,0,1
560,561,14300.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
561,562,1210.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,1,0,0,0,0,1
562,563,700.0,03,2015,1,10,2014,"Jan,Apr,Jul,Oct",2015-03-01,2014-03-09,1,0,0,0,1,0,0
563,564,6540.0,01,1800,1,14,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-04-07,0,0,0,1,0,0,1
564,565,160.0,07,2007,0,01,1800,None,2007-07-01,1800-01-05,1,0,0,0,0,0,1
565,566,3620.0,01,1800,1,40,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-10-06,1,0,0,0,1,0,0
566,567,1010.0,09,2012,1,18,2011,"Feb,May,Aug,Nov",2012-09-01,2011-05-01,0,0,1,0,1,0,0
567,568,4270.0,01,1800,1,01,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-01-06,0,0,0,1,0,0,1
568,569,1340.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,1,0,0,0,1,0,0
569,570,180.0,11,2006,0,01,1800,None,2006-11-01,1800-01-05,1,0,0,0,1,0,0
570,571,2110.0,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",1995-11-01,2014-10-05,0,0,0,1,1,0,0
571,572,9230.0,04,2004,1,37,2009,"Jan,Apr,Jul,Oct",2004-04-01,2009-09-13,0,0,0,1,0,0,1
572,573,1190.0,11,2012,1,36,2013,"Jan,Apr,Jul,Oct",2012-11-01,2013-09-08,1,0,0,0,1,0,0
573,574,4400.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
574,575,960.0,05,2008,1,13,2010,"Jan,Apr,Jul,Oct",2008-05-01,2010-03-28,1,0,0,0,1,0,0
575,576,50.0,11,2006,0,01,1800,None,2006-11-01,1800-01-05,0,0,1,0,1,0,0
576,577,2270.0,01,1800,1,35,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-08-26,1,0,0,0,0,0,1
577,578,12700.0,04,2013,0,01,1800,None,2013-04-01,1800-01-05,0,0,0,1,1,0,0
578,579,20970.0,11,2012,0,01,1800,None,2012-11-01,1800-01-05,0,0,1,0,1,0,0
579,580,170.0,02,2009,0,01,1800,None,2009-02-01,1800-01-05,1,0,0,0,0,0,1
580,581,7250.0,12,2013,0,01,1800,None,2013-12-01,1800-01-05,1,0,0,0,1,0,0
581,582,120.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
582,583,2640.0,11,2002,0,01,1800,None,2002-11-01,1800-01-05,1,0,0,0,1,0,0
583,584,1360.0,01,1800,1,35,2010,"Mar,Jun,Sept,Dec",1800-01-01,2010-08-29,0,0,0,1,1,0,0
584,585,440.0,04,2014,0,01,1800,None,2014-04-01,1800-01-05,0,0,0,1,0,0,1
585,586,250.0,10,2008,0,01,1800,None,2008-10-01,1800-01-05,1,0,0,0,0,0,1
586,587,330.0,09,2006,1,14,2011,"Jan,Apr,Jul,Oct",2006-09-01,2011-04-03,0,0,0,1,0,0,1
587,588,15720.0,03,2010,0,01,1800,None,2010-03-01,1800-01-05,0,0,0,1,0,0,1
588,589,360.0,01,1800,1,18,2013,"Feb,May,Aug,Nov",1800-01-01,2013-05-05,1,0,0,0,0,0,1
589,590,4520.0,09,2010,1,31,2013,"Jan,Apr,Jul,Oct",2010-09-01,2013-08-04,0,0,0,1,0,0,1
590,591,3340.0,01,1800,1,22,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-05-27,1,0,0,0,0,0,1
591,592,2540.0,06,2005,0,01,1800,None,2005-06-01,1800-01-05,1,0,0,0,1,0,0
592,593,33060.0,03,2010,0,01,1800,None,2010-03-01,1800-01-05,1,0,0,0,0,0,1
593,594,1790.0,10,2011,0,01,1800,None,2011-10-01,1800-01-05,1,0,0,0,1,0,0
594,595,1130.0,06,2015,0,01,1800,None,2015-06-01,1800-01-05,0,0,1,0,0,0,1
595,596,290.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,0,0,1,0,1,0,0
596,597,150.0,09,2008,1,01,2012,"Mar,Jun,Sept,Dec",2008-09-01,2012-01-01,1,0,0,0,1,0,0
597,598,550.0,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",2013-12-01,2014-10-05,0,0,1,0,1,0,0
598,599,580.0,11,2014,0,01,1800,None,2014-11-01,1800-01-05,0,0,0,1,0,0,1
599,600,17340.0,06,2010,1,09,2011,"Feb,May,Aug,Nov",2010-06-01,2011-02-27,0,0,0,1,0,0,1
600,601,8220.0,04,2014,1,14,2011,"Jan,Apr,Jul,Oct",2014-04-01,2011-04-03,0,0,0,1,1,0,0
601,602,2710.0,07,2001,1,22,2012,"Mar,Jun,Sept,Dec",2001-07-01,2012-05-27,1,0,0,0,1,0,0
602,603,340.0,04,2007,1,13,2010,"Jan,Apr,Jul,Oct",2007-04-01,2010-03-28,1,0,0,0,1,0,0
603,604,10950.0,03,2014,0,01,1800,None,2014-03-01,1800-01-05,0,0,0,1,1,0,0
604,605,10310.0,04,2003,1,37,2009,"Jan,Apr,Jul,Oct",2003-04-01,2009-09-13,0,0,0,1,1,0,0
605,606,2260.0,11,2007,0,01,1800,None,2007-11-01,1800-01-05,1,0,0,0,1,0,0
606,607,350.0,08,1999,1,14,2011,"Jan,Apr,Jul,Oct",1999-08-01,2011-04-03,1,0,0,0,1,0,0
607,608,18370.0,02,2013,1,14,2011,"Jan,Apr,Jul,Oct",2013-02-01,2011-04-03,1,0,0,0,0,0,1
608,609,2070.0,09,2007,0,01,1800,None,2007-09-01,1800-01-05,1,0,0,0,1,0,0
609,610,660.0,01,2007,0,01,1800,None,2007-01-01,1800-01-05,1,0,0,0,1,0,0
610,611,8080.0,12,2002,1,40,2014,"Jan,Apr,Jul,Oct",2002-12-01,2014-10-05,1,0,0,0,1,0,0
611,612,2490.0,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",2012-11-01,2009-08-02,0,0,0,1,0,0,1
612,613,250.0,06,2007,1,14,2011,"Jan,Apr,Jul,Oct",2007-06-01,2011-04-03,0,0,1,0,1,0,0
613,614,1160.0,12,2012,0,01,1800,None,2012-12-01,1800-01-05,1,0,0,0,1,0,0
614,615,730.0,08,2007,0,01,1800,None,2007-08-01,1800-01-05,0,0,0,1,1,0,0
615,616,3040.0,08,2011,1,35,2010,"Mar,Jun,Sept,Dec",2011-08-01,2010-08-29,1,0,0,0,0,0,1
616,617,8940.0,01,1800,1,09,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-02-27,1,0,0,0,0,0,1
617,618,9910.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
618,619,1600.0,06,2006,1,45,2009,"Feb,May,Aug,Nov",2006-06-01,2009-11-08,1,0,0,0,1,0,0
619,620,5440.0,01,1800,1,40,2014,"Jan,Apr,Jul,Oct",1800-01-01,2014-10-05,0,0,0,1,0,0,1
620,621,30.0,07,2002,0,01,1800,None,2002-07-01,1800-01-05,1,0,0,0,1,0,0
621,622,0.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
622,623,4080.0,03,2011,1,13,2010,"Jan,Apr,Jul,Oct",2011-03-01,2010-03-28,1,0,0,0,1,0,0
623,624,6920.0,09,2011,0,01,1800,None,2011-09-01,1800-01-05,1,0,0,0,0,0,1
624,625,1170.0,04,2011,1,22,2012,"Feb,May,Aug,Nov",2011-04-01,2012-05-27,1,0,0,0,1,0,0
625,626,10740.0,11,2013,0,01,1800,None,2013-11-01,1800-01-05,0,0,1,0,0,0,1
626,627,3970.0,03,2010,0,01,1800,None,2010-03-01,1800-01-05,0,0,1,0,0,0,1
627,628,2180.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
628,629,510.0,07,2014,1,23,2015,"Mar,Jun,Sept,Dec",2014-07-01,2015-06-07,0,0,0,1,1,0,0
629,630,1690.0,04,2015,0,01,1800,None,2015-04-01,1800-01-05,1,0,0,0,1,0,0
630,631,2870.0,01,1800,1,35,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-08-26,0,0,0,1,0,0,1
631,632,3350.0,02,2010,0,01,1800,None,2010-02-01,1800-01-05,1,0,0,0,1,0,0
632,633,11640.0,04,2005,1,22,2011,"Jan,Apr,Jul,Oct",2005-04-01,2011-05-29,0,0,0,1,1,0,0
633,634,18610.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
634,635,27530.0,04,2014,0,01,1800,None,2014-04-01,1800-01-05,1,0,0,0,1,0,0
635,636,720.0,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",2004-10-01,2010-03-28,0,0,1,0,1,0,0
636,637,9790.0,01,1800,1,31,2009,"Feb,May,Aug,Nov",1800-01-01,2009-08-02,0,0,0,1,0,0,1
637,638,10170.0,11,2001,0,01,1800,None,2001-11-01,1800-01-05,0,0,0,1,1,0,0
638,639,7780.0,11,2006,0,01,1800,None,2006-11-01,1800-01-05,1,0,0,0,1,0,0
639,640,8040.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
640,641,610.0,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",2003-12-01,2013-09-08,1,0,0,0,0,0,1
641,642,530.0,04,2005,1,35,2010,"Mar,Jun,Sept,Dec",2005-04-01,2010-08-29,0,0,1,0,0,0,1
642,643,230.0,06,2010,1,18,2010,"Feb,May,Aug,Nov",2010-06-01,2010-05-02,1,0,0,0,1,0,0
643,644,4030.0,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",2004-12-01,2011-04-03,0,0,1,0,1,0,0
644,645,90.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,1,0,0,0,1,0,0
645,646,620.0,09,2014,0,01,1800,None,2014-09-01,1800-01-05,1,0,0,0,1,0,0
646,647,7420.0,04,2013,0,01,1800,None,2013-04-01,1800-01-05,1,0,0,0,0,0,1
647,648,2130.0,12,2008,0,01,1800,None,2008-12-01,1800-01-05,0,0,0,1,1,0,0
648,649,14570.0,11,2002,0,01,1800,None,2002-11-01,1800-01-05,1,0,0,0,1,0,0
649,650,1420.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",2012-10-01,2014-10-05,1,0,0,0,1,0,0
650,651,200.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
651,652,20390.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
652,653,7520.0,07,2014,1,45,2009,"Feb,May,Aug,Nov",2014-07-01,2009-11-08,0,0,0,1,0,0,1
653,654,6930.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,0,0,1,0,1,0,0
654,655,960.0,11,2012,1,05,2013,"Feb,May,Aug,Nov",2012-11-01,2013-02-03,0,0,0,1,0,0,1
655,656,410.0,04,2009,1,13,2010,"Jan,Apr,Jul,Oct",2009-04-01,2010-03-28,0,0,0,1,1,0,0
656,657,80.0,01,2006,1,10,2014,"Jan,Apr,Jul,Oct",2006-01-01,2014-03-09,0,0,1,0,0,0,1
657,658,520.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,0,0,0,1,0,0,1
658,659,1590.0,03,2012,0,01,1800,None,2012-03-01,1800-01-05,0,0,0,1,1,0,0
659,660,1200.0,11,2006,1,40,2014,"Jan,Apr,Jul,Oct",2006-11-01,2014-10-05,1,0,0,0,1,0,0
660,661,2140.0,07,2013,0,01,1800,None,2013-07-01,1800-01-05,0,0,0,1,0,0,1
661,662,1070.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,1,0,0
662,663,7860.0,05,2005,0,01,1800,None,2005-05-01,1800-01-05,1,0,0,0,0,0,1
663,664,1680.0,10,2005,0,01,1800,None,2005-10-01,1800-01-05,0,0,0,1,0,0,1
664,665,90.0,12,2012,1,14,2011,"Jan,Apr,Jul,Oct",2012-12-01,2011-04-03,1,0,0,0,1,0,0
665,666,2700.0,01,1800,1,09,2011,"Mar,Jun,Sept,Dec",1800-01-01,2011-02-27,0,0,1,0,0,0,1
666,667,2870.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,0,0,0,1,0,0,1
667,668,1270.0,09,2010,0,01,1800,None,2010-09-01,1800-01-05,0,0,1,0,1,0,0
668,669,17080.0,07,2012,1,31,2013,"Jan,Apr,Jul,Oct",2012-07-01,2013-08-04,0,0,0,1,1,0,0
669,670,2060.0,01,1800,1,45,2009,"Feb,May,Aug,Nov",1800-01-01,2009-11-08,1,0,0,0,1,0,0
670,671,2070.0,02,2008,1,39,2010,"Jan,Apr,Jul,Oct",2008-02-01,2010-09-26,1,0,0,0,0,0,1
671,672,240.0,09,2002,0,01,1800,None,2002-09-01,1800-01-05,0,0,1,0,1,0,0
672,673,15170.0,01,1800,1,05,2013,"Feb,May,Aug,Nov",1800-01-01,2013-02-03,0,0,0,1,0,0,1
673,674,2640.0,12,2005,1,31,2013,"Feb,May,Aug,Nov",2005-12-01,2013-08-04,1,0,0,0,1,0,0
674,675,2100.0,08,2013,1,14,2011,"Jan,Apr,Jul,Oct",2013-08-01,2011-04-03,1,0,0,0,1,0,0
675,676,1410.0,09,2008,0,01,1800,None,2008-09-01,1800-01-05,0,1,0,0,0,1,0
676,677,1740.0,06,2014,1,45,2009,"Feb,May,Aug,Nov",2014-06-01,2009-11-08,0,0,0,1,1,0,0
677,678,3250.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,0,0,1,0,1,0,0
678,679,4140.0,09,2012,0,01,1800,None,2012-09-01,1800-01-05,1,0,0,0,1,0,0
679,680,170.0,01,1800,1,35,2012,"Mar,Jun,Sept,Dec",1800-01-01,2012-08-26,0,0,1,0,1,0,0
680,681,620.0,01,1800,1,01,2014,"Mar,Jun,Sept,Dec",1800-01-01,2014-01-05,1,0,0,0,0,0,1
681,682,150.0,09,2006,0,01,1800,None,2006-09-01,1800-01-05,0,1,0,0,1,0,0
682,683,2850.0,07,2014,0,01,1800,None,2014-07-01,1800-01-05,1,0,0,0,1,0,0
683,684,680.0,01,1800,1,22,2012,"Jan,Apr,Jul,Oct",1800-01-01,2012-05-27,0,0,0,1,0,0,1
684,685,650.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2013-11-01,2009-09-13,1,0,0,0,1,0,0
685,686,20050.0,04,2002,0,01,1800,None,2002-04-01,1800-01-05,1,0,0,0,1,0,0
686,687,2770.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,0,0,0,1,0,0,1
687,688,18760.0,08,2015,1,14,2011,"Jan,Apr,Jul,Oct",2015-08-01,2011-04-03,1,0,0,0,1,0,0
688,689,15040.0,10,2004,0,01,1800,None,2004-10-01,1800-01-05,0,0,0,1,1,0,0
689,690,100.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,1,0,0
690,691,3030.0,01,1800,1,37,2009,"Jan,Apr,Jul,Oct",1800-01-01,2009-09-13,0,0,0,1,0,0,1
691,692,40.0,08,2001,0,01,1800,None,2001-08-01,1800-01-05,1,0,0,0,1,0,0
692,693,450.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,0,0,0,1,1,0,0
693,694,460.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",2012-11-01,2014-10-05,1,0,0,0,0,0,1
694,695,550.0,07,2011,1,01,2012,"Jan,Apr,Jul,Oct",2011-07-01,2012-01-01,1,0,0,0,1,0,0
695,696,430.0,01,1800,0,01,1800,None,1800-01-01,1800-01-05,1,0,0,0,0,0,1
696,697,3780.0,01,1800,1,40,2011,"Jan,Apr,Jul,Oct",1800-01-01,2011-10-02,0,0,0,1,1,0,0
697,698,1790.0,05,2011,0,01,1800,None,2011-05-01,1800-01-05,1,0,0,0,1,0,0
698,699,180.0,01,1800,1,05,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-02-03,1,0,0,0,1,0,0
699,700,830.0,01,1800,1,27,2013,"Jan,Apr,Jul,Oct",1800-01-01,2013-07-07,1,0,0,0,0,0,1
700,701,1450.0,03,2012,1,14,2011,"Jan,Apr,Jul,Oct",2012-03-01,2011-04-03,0,0,0,1,1,0,0
701,702,8550.0,09,2001,1,45,2009,"Feb,May,Aug,Nov",2001-09-01,2009-11-08,1,0,0,0,1,0,0
702,703,80.0,06,2005,0,01,1800,None,2005-06-01,1800-01-05,1,0,0,0,1,0,0
703,704,1910.0,04,2009,0,01,1800,None,2009-04-01,1800-01-05,0,0,0,1,0,0,1
704,705,4140.0,09,2012,1,18,2011,"Feb,May,Aug,Nov",2012-09-01,2011-05-01,1,0,0,0,1,0,0
705,706,7830.0,09,2014,1,10,2014,"Mar,Jun,Sept,Dec",2014-09-01,2014-03-09,0,0,0,1,1,0,0
706,707,2900.0,07,1990,0,01,1800,None,1990-07-01,1800-01-05,1,0,0,0,0,0,1
707,708,11470.0,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",2009-10-01,2014-05-04,0,0,1,0,0,0,1
708,709,500.0,12,2010,0,01,1800,None,2010-12-01,1800-01-05,1,0,0,0,1,0,0
709,710,1500.0,09,2008,1,14,2011,"Jan,Apr,Jul,Oct",2008-09-01,2011-04-03,0,0,0,1,1,0,0
